name,fold,class,num,path,label
00_01.0045.jpg,00_01,1,45,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0045.jpg,hi
00_01.0046.jpg,00_01,1,46,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0046.jpg,hi
00_01.0047.jpg,00_01,1,47,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0047.jpg,hi
00_01.0048.jpg,00_01,1,48,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0048.jpg,hi
00_01.0049.jpg,00_01,1,49,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0049.jpg,hi
00_01.0050.jpg,00_01,1,50,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0050.jpg,hi
00_01.0051.jpg,00_01,1,51,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0051.jpg,hi
00_01.0052.jpg,00_01,1,52,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0052.jpg,hi
00_01.0053.jpg,00_01,1,53,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0053.jpg,hi
00_01.0054.jpg,00_01,1,54,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0054.jpg,hi
00_01.0055.jpg,00_01,1,55,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0055.jpg,hi
00_01.0056.jpg,00_01,1,56,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0056.jpg,hi
00_01.0057.jpg,00_01,1,57,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0057.jpg,hi
00_01.0058.jpg,00_01,1,58,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0058.jpg,hi
00_01.0059.jpg,00_01,1,59,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0059.jpg,hi
00_01.0060.jpg,00_01,1,60,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0060.jpg,hi
00_01.0061.jpg,00_01,1,61,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0061.jpg,hi
00_01.0062.jpg,00_01,1,62,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0062.jpg,hi
00_01.0063.jpg,00_01,1,63,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0063.jpg,hi
00_01.0064.jpg,00_01,1,64,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_01/00_01.0064.jpg,hi
00_07.0035.jpg,00_07,7,35,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0035.jpg,me
00_07.0036.jpg,00_07,7,36,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0036.jpg,me
00_07.0037.jpg,00_07,7,37,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0037.jpg,me
00_07.0038.jpg,00_07,7,38,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0038.jpg,me
00_07.0039.jpg,00_07,7,39,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0039.jpg,me
00_07.0040.jpg,00_07,7,40,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0040.jpg,me
00_07.0041.jpg,00_07,7,41,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0041.jpg,me
00_07.0042.jpg,00_07,7,42,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0042.jpg,me
00_07.0043.jpg,00_07,7,43,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0043.jpg,me
00_07.0044.jpg,00_07,7,44,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0044.jpg,me
00_07.0045.jpg,00_07,7,45,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0045.jpg,me
00_07.0046.jpg,00_07,7,46,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0046.jpg,me
00_07.0047.jpg,00_07,7,47,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0047.jpg,me
00_07.0048.jpg,00_07,7,48,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0048.jpg,me
00_07.0049.jpg,00_07,7,49,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0049.jpg,me
00_07.0050.jpg,00_07,7,50,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0050.jpg,me
00_07.0051.jpg,00_07,7,51,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0051.jpg,me
00_07.0052.jpg,00_07,7,52,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0052.jpg,me
00_07.0053.jpg,00_07,7,53,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0053.jpg,me
00_07.0054.jpg,00_07,7,54,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_07/00_07.0054.jpg,me
00_11.0045.jpg,00_11,11,45,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_11/00_11.0045.jpg,name
00_11.0046.jpg,00_11,11,46,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_11/00_11.0046.jpg,name
00_11.0047.jpg,00_11,11,47,C:/Users/HOME/Desktop/AI_project/KSL/KSL_rgb/00_11/00_11.0047.jpg,name
